357.0,8.4
90.0,7.8
120.0,6.7
166.0,6.6
52.0,5.8
149.0,5.4
219.0,4.6
71.0,4.2
179.0,3.9
76.0,3.9
136.0,3.7
559.0,3.6
399.0,3.5
205.0,3.4
117.0,3.4
208.0,3.4
1229.0,3.3
458.0,3.1
332.0,3.0
233.0,3.0
134.0,3.0
234.0,3.0
343.0,2.9
277.0,2.9
376.0,2.9
218.0,2.8
186.0,2.7
1583.0,2.4
207.0,2.4
207.0,2.4
169.0,2.4
210.0,2.4
216.0,2.3
302.0,2.3
515.0,2.3
137.0,2.2
135.0,2.2
414.0,2.2
276.0,2.2
283.0,2.1
97.0,2.1
355.0,2.0
394.0,2.0
147.0,2.0
103.0,1.9
210.0,1.9
111.0,1.8
168.0,1.8
110.0,1.8
477.0,1.7
118.0,1.7
242.0,1.7
938.0,1.6
254.0,1.6
186.0,1.6
187.0,1.6
203.0,1.5
138.0,1.4
140.0,1.4
207.0,1.4
152.0,1.3
240.0,1.3
237.0,1.3
159.0,1.3
690.0,1.3
232.0,1.3
315.0,1.3
392.0,1.3
77.0,1.3
1041.0,1.2
170.0,1.2
404.0,1.2
189.0,1.1
281.0,1.1
187.0,1.1
377.0,1.1
176.0,1.1
178.0,1.1
285.0,1.1
180.0,1.1
184.0,1.1
174.0,1.1
996.0,1.0
202.0,1.0
99.0,1.0
298.0,1.0
201.0,1.0
200.0,1.0
105.0,1.0
195.0,1.0
301.0,1.0
964.0,0.9
108.0,0.9
113.0,0.9
782.0,0.9
231.0,0.9
917.0,0.8
906.0,0.8
244.0,0.8
258.0,0.8
125.0,0.8
260.0,0.8
714.0,0.7
144.0,0.7
270.0,0.7
142.0,0.7
140.0,0.7
284.0,0.7
150.0,0.7
288.0,0.7
1087.0,0.6
176.0,0.6
161.0,0.6
322.0,0.6
354.0,0.6
349.0,0.6
326.0,0.6
154.0,0.6
319.0,0.6
170.0,0.6
158.0,0.6
1311.0,0.6
209.0,0.5
193.0,0.5
665.0,0.5
197.0,0.5
184.0,0.5
385.0,0.5
436.0,0.5
416.0,0.5
393.0,0.5
381.0,0.5
203.0,0.5
411.0,0.5
851.0,0.4
275.0,0.4
242.0,0.4
270.0,0.4
264.0,0.4
224.0,0.4
698.0,0.3
860.0,0.3
342.0,0.3
317.0,0.3
338.0,0.3
419.0,0.2
459.0,0.2
637.0,0.2
450.0,0.2
676.0,0.1
196.0,0.0
196.0,0.0
178.0,0.0
115.0,0.0
206.0,0.0
264.0,0.0
298.0,0.0
105.0,0.0
334.0,0.0
137.0,0.0
365.0,0.0
93.0,0.0
209.0,0.0
156.0,0.0
280.0,0.0
201.0,0.0
173.0,0.0
199.0,0.0
259.0,0.0
475.0,0.0
79.0,0.0
58.0,0.0
257.0,0.0
150.0,0.0
170.0,0.0
104.0,0.0
118.0,0.0
51.0,0.0
229.0,0.0
274.0,0.0
123.0,0.0
331.0,0.0
208.0,0.0
